hundr  96.0
forti  96.0
twelv  96.0
overlap  96.0
start  96.0
time  96.0
record  96.0
meet  96.0
hour  96.0
minut  96.0
peopl  96.0
week  96.0
ten  91.0
speech  91.0
transcrib  91.0
mark  91.0
work  91.0
transcript  91.0
event  91.0
data  91.0
speaker  91.0
close  88.0
discuss  88.0
jane  88.0
issu  88.0
todai  88.0
collect  88.0
dai  88.0
mike  88.0
talk  88.0
digit  88.0
find  88.0
level  88.0
pretti  88.0
speed  88.0
eat  88.0
person  88.0
question  84.0
idea  84.0
show  83.0
point  83.0
expect  83.0
end  75.0
room  75.0
set  72.0
cancel  71.0
hand  71.0
thousand  71.0
echo  71.0
thirti  71.0
studi  71.0
month  71.0
session  71.0
back  71.0
nois  71.0
problem  71.0
station  71.0
lunch  69.0
radio  69.0
true  69.0
project  65.0
energi  64.0
number  64.0
sound  64.0
polit  63.0
neck  62.0
eighteen  62.0
part  62.0
bottl  62.0
pipelin  62.0
signal  62.0
big  62.0
mix  62.0
silent  62.0
suggest  62.0
tap  62.0
detail  61.0
fifti  61.0
live  61.0
name  61.0
earli  61.0
program  61.0
sixti  61.0
miss  61.0
form  61.0
simpl  61.0
sensit  60.0
semest  60.0
continu  60.0
human  60.0
mention  60.0
twenti  60.0
subject  60.0
hear  60.0
stop  59.0
distant  59.0
reason  59.0
gener  59.0
effect  59.0
move  59.0
clean  59.0
situat  59.0
complet  59.0
convers  59.0
infer  59.0
acoust  59.0
type  59.0
filter  59.0
measur  58.0
combin  58.0
increas  58.0
tool  58.0
adapt  58.0
obviou  58.0
phone  58.0
market  58.0
topic  58.0
amount  58.0
field  58.0
feel  58.0
aspect  56.0
channel  56.0
write  56.0
read  56.0
research  56.0
interrupt  56.0
hold  56.0
written  56.0
word  56.0
line  56.0
speak  55.0
run  55.0
sort  55.0
includ  55.0
bootstrap  55.0
ago  54.0
version  53.0
sampl  53.0
special  53.0
moment  53.0
weight  53.0
hei  53.0
quickli  53.0
chat  53.0
game  53.0
deal  53.0
delai  53.0
begin  53.0
ball  53.0
fight  53.0
interest  53.0
sell  53.0
space  53.0
hard  52.0
rememb  52.0
concern  52.0
import  52.0
court  52.0
sign  52.0
friend  52.0
silenc  52.0
date  52.0
pick  51.0
earlier  51.0
call  51.0
bring  51.0
parti  51.0
occur  51.0
stai  51.0
turn  49.0
wrap  49.0
microphon  49.0
scari  49.0
head  49.0
crash  49.0
leav  49.0
public  49.0
piec  48.0
approach  48.0
seventi  48.0
interfac  48.0
media  48.0
ambigu  48.0
oppos  48.0
structur  48.0
multi  48.0
reject  48.0
complain  48.0
adjust  48.0
beach  48.0
difficult  48.0
face  48.0
region  48.0
drop  48.0
statist  48.0
locat  47.0
distanc  47.0
relat  47.0
decis  47.0
